f_wood,f_foamboard,spheres_s,spheres_m,spheres_l,cotton_s,cotton_m,cotton_l,jute_s,jute_m,jute_l,sand_s,sand_m,sand_l
9,2,1,0,0,9,0,2,0,7,0,6,1,0
9,2,2,1,0,9,0,3,0,7,1,10,2,0
9,3,3,3,2,9,1,4,0,7,2,11,3,0
9,4,4,4,4,9,2,4,0,7,2,12,4,0
9,4,6,6,6,9,2,5,0,7,3,15,6,1
9,5,7,8,8,9,3,6,0,7,4,18,7,2
0,6,7,9,10,9,4,7,0,0,4,20,8,4
0,7,8,11,12,9,4,8,0,0,5,23,9,5
1,7,9,12,14,0,5,8,0,1,6,25,10,7
2,7,10,14,16,0,6,8,0,2,7,23,12,8
2,7,9,16,18,1,7,8,0,3,7,21,12,9
3,7,9,16,20,1,7,8,0,4,7,19,12,11
4,7,8,15,20,2,7,8,0,5,7,20,12,12
4,7,8,15,20,3,7,8,0,6,7,20,12,14
5,7,7,15,19,3,7,8,0,7,7,18,12,14
6,7,7,15,18,4,7,8,0,8,7,17,12,14
7,7,7,15,18,4,7,8,0,9,7,16,11,14
7,7,7,15,17,5,7,8,0,9,7,15,11,14
7,7,8,15,17,6,7,8,0,9,7,13,12,14
7,7,9,15,16,6,7,8,0,9,7,12,13,14
7,7,9,15,14,6,7,8,0,9,7,12,14,14
7,7,10,15,13,6,7,8,0,9,7,12,13,14
7,7,11,15,12,6,7,8,0,9,7,12,13,14
7,7,11,16,10,6,7,8,0,9,7,12,13,14
7,7,12,16,10,6,7,8,0,9,7,11,12,14
7,7,13,16,9,6,7,8,0,9,7,11,12,14
7,7,14,16,8,6,7,8,0,9,7,11,13,14
7,7,13,16,7,6,7,8,0,9,7,11,13,14
7,7,13,17,6,6,7,8,0,9,7,11,13,14
7,7,12,17,6,6,7,8,0,9,7,12,12,14
7,7,12,17,6,6,7,8,0,9,7,12,12,14
7,7,11,17,6,6,7,8,0,9,7,11,12,14
7,7,11,17,7,6,7,8,0,9,7,10,13,13
7,7,11,18,7,6,7,8,0,9,7,11,13,12
7,7,11,18,7,6,7,8,0,9,7,11,14,12
7,7,12,18,7,6,7,8,0,9,7,11,15,11
7,7,12,18,7,6,7,8,0,9,7,12,15,11
7,7,13,18,7,6,7,8,0,9,7,12,15,11
7,7,14,18,7,6,7,8,0,9,7,12,15,11
7,7,15,17,7,6,7,8,0,9,6,12,15,12
7,7,16,16,7,6,7,8,0,9,6,13,15,13
7,7,17,17,7,6,7,8,0,9,6,14,15,14
7,7,17,17,7,6,7,8,0,9,6,15,15,16
7,7,17,17,7,6,7,8,0,9,6,14,14,18
7,7,16,17,7,6,7,8,0,9,6,13,13,19
7,7,16,17,7,6,7,8,0,9,6,12,13,21
7,7,16,18,7,6,7,8,0,9,6,11,12,22
7,7,15,18,8,6,7,8,0,9,6,10,12,24
7,7,15,18,8,6,7,8,0,9,6,9,11,25
7,7,14,18,8,6,7,8,0,9,6,8,10,26
7,7,13,19,9,6,7,8,0,9,6,8,10,24
7,7,12,18,9,6,7,8,0,9,6,7,9,23
7,7,12,18,9,6,7,8,0,9,6,6,9,22
7,0,12,17,10,6,7,8,0,9,6,7,9,20
7,7,11,17,10,6,7,0,0,9,6,7,9,18
7,7,11,16,10,6,7,8,0,9,6,7,8,16
7,7,10,16,10,6,0,8,0,9,0,7,8,14
7,7,10,15,10,6,7,8,0,9,6,7,8,13
7,7,10,15,10,6,7,7,0,9,6,8,8,11
7,7,10,15,10,6,7,7,0,9,6,8,8,9
7,7,11,16,10,6,7,7,0,9,6,8,7,9
7,7,12,17,10,6,7,7,0,9,6,8,7,8
0,7,12,18,10,6,7,7,0,9,6,8,7,8
7,7,13,18,10,0,7,7,0,9,6,8,7,8
7,7,14,19,10,6,7,7,0,0,6,8,7,8
7,7,14,19,10,6,7,7,0,9,6,8,7,9
7,7,15,20,10,6,7,7,0,9,6,8,7,10
7,7,16,21,10,6,7,7,0,9,6,8,7,11
7,7,17,21,10,6,7,7,0,9,6,8,8,12
7,7,17,21,10,6,7,7,0,9,6,8,8,14
7,7,17,21,10,6,7,7,0,9,6,8,9,14
7,7,17,21,10,6,7,7,0,9,6,8,9,14
7,7,17,21,10,6,7,7,0,9,6,8,10,14
7,7,17,21,10,6,7,7,0,9,6,8,10,14
7,7,17,22,10,6,7,7,0,9,6,8,12,15
7,7,17,23,0,6,7,7,0,9,6,8,13,14
7,7,16,22,10,6,7,7,0,9,6,8,15,13
7,7,15,21,10,6,7,7,0,9,6,8,14,12
7,7,14,20,10,6,7,7,0,9,6,8,14,11
7,7,13,19,10,6,7,7,0,9,6,8,14,10
7,7,12,18,11,6,7,7,0,9,6,8,13,11
7,7,11,17,11,6,7,7,0,9,6,8,13,12
7,7,10,16,12,6,7,7,0,9,6,8,13,14
7,7,9,14,13,6,7,7,0,9,6,7,12,15
7,7,8,12,13,6,7,7,0,9,6,7,11,17
7,7,7,11,14,6,7,7,0,9,6,7,10,18
7,7,7,13,14,6,7,7,0,9,6,7,9,19
7,7,7,14,15,6,7,7,0,9,6,7,9,21
7,7,7,16,15,6,7,7,0,9,6,0,10,22
7,7,8,17,14,6,7,7,0,9,6,7,11,22
7,7,9,19,13,6,7,7,0,9,6,7,12,20
7,7,9,21,13,6,7,7,0,9,6,7,13,18
7,7,10,23,13,6,7,7,0,9,6,7,14,16
7,7,10,25,12,6,7,7,0,9,6,7,15,15
7,7,11,27,12,6,7,7,0,9,6,7,16,13
7,7,11,27,12,6,7,7,0,9,6,7,17,11
7,7,12,27,11,6,7,7,0,9,6,7,18,9
7,7,12,28,11,6,7,7,0,9,6,7,19,7
7,7,13,28,12,6,7,7,0,9,6,7,20,6
7,7,13,29,12,6,7,7,0,9,6,7,20,6
7,7,13,29,13,6,7,7,0,9,6,7,19,6
7,7,13,0,13,6,7,7,0,9,6,7,18,6
7,7,13,29,12,6,7,7,0,9,6,7,17,6
7,7,13,29,12,6,7,7,0,9,6,7,16,6
7,0,12,30,12,6,7,7,0,9,6,7,0,6
7,7,11,31,12,6,7,7,0,9,6,7,14,6
7,7,10,31,12,6,7,0,0,9,6,7,13,6
7,7,10,32,12,6,0,7,0,9,0,7,11,6
7,7,9,33,12,6,7,7,0,9,6,7,9,6
7,7,8,33,12,6,7,7,0,9,6,7,8,7
7,7,8,34,12,6,7,7,0,9,6,7,8,8
7,7,7,35,12,6,7,7,0,9,6,7,7,9
7,7,0,36,12,6,7,7,0,9,6,7,7,10
0,7,6,36,12,6,7,7,0,9,6,7,8,10
7,7,7,36,12,0,7,7,0,9,6,7,8,10
7,7,7,36,12,6,7,7,0,0,6,7,9,10
7,7,7,36,12,6,7,7,0,9,6,8,10,0
7,7,7,36,13,6,7,7,0,9,6,8,10,11
7,7,7,36,14,6,7,7,0,9,6,9,11,11
7,7,8,34,16,6,7,7,0,9,6,10,12,10
7,7,8,32,17,6,7,7,0,9,6,10,13,9
7,7,8,30,18,6,7,7,0,9,6,10,14,8
7,7,9,29,20,6,7,7,0,9,6,10,14,8
7,7,10,27,21,6,7,7,0,9,6,10,14,8
7,7,10,25,23,6,7,7,0,9,6,10,14,8
7,7,11,24,24,6,7,7,0,9,6,10,14,8
7,7,12,22,25,6,7,7,0,9,6,9,14,8
7,7,12,20,25,6,7,7,0,9,6,8,13,8
7,7,13,19,26,6,7,7,0,9,6,8,12,8
7,7,14,19,26,6,7,7,0,9,6,7,11,7
7,7,15,19,24,6,7,7,0,9,6,7,11,7
7,7,15,19,22,6,7,7,0,9,6,7,10,7
7,7,15,19,20,6,7,7,0,9,6,7,9,7
7,7,15,19,19,6,7,7,0,9,6,7,9,7
7,7,14,19,17,6,7,7,0,9,6,7,8,6
7,7,14,19,16,6,7,7,0,9,6,7,7,6
7,7,13,19,14,6,7,7,0,9,6,8,7,6
7,7,13,19,12,6,7,7,0,9,6,9,7,6
7,7,13,19,10,6,7,7,0,9,6,10,7,6
7,7,12,19,9,6,7,7,0,9,6,11,7,6
7,7,12,19,9,6,7,7,0,9,6,11,7,6
7,7,12,19,9,6,7,7,0,9,6,11,7,6
7,7,12,19,8,6,7,7,0,9,6,11,7,6
7,7,11,19,8,6,7,7,0,9,6,11,7,6
7,7,12,19,7,6,7,7,0,9,6,11,7,6
7,7,11,19,7,6,7,7,0,9,6,12,7,6
7,7,11,19,7,6,7,7,0,9,6,11,7,6
7,7,10,19,8,6,7,7,0,9,6,9,8,6
7,7,10,19,8,6,7,7,0,9,6,8,8,6
7,7,9,19,9,6,7,7,0,9,6,7,9,6
7,7,9,18,10,6,7,7,0,9,6,8,9,6
7,7,8,18,11,6,7,7,0,9,6,8,10,6
7,7,8,17,11,6,7,7,0,9,6,8,10,6
7,7,7,17,11,6,7,7,0,9,6,8,11,6
7,7,7,16,11,6,7,7,0,9,6,8,11,6
7,0,7,16,11,6,7,7,0,9,6,0,12,6
7,7,7,15,10,6,7,7,0,9,6,7,12,6
7,7,7,15,10,6,7,0,0,9,6,7,12,6
7,7,7,14,9,6,0,7,0,9,0,7,13,6
7,7,8,14,8,6,7,7,0,9,6,7,14,7
7,7,8,14,7,6,7,7,0,9,6,6,15,8
7,7,9,14,6,6,7,7,0,9,6,6,16,9
7,7,9,14,7,6,7,7,0,9,6,6,17,11
7,7,10,14,8,6,7,7,0,9,6,6,17,12
0,7,10,14,9,6,7,7,0,9,6,6,17,13
7,7,10,14,10,0,7,7,0,9,6,6,17,14
7,7,10,14,11,6,7,7,0,0,6,7,17,15
7,7,10,14,12,6,7,7,0,9,6,7,17,17
7,7,10,14,13,6,7,7,0,9,6,8,16,17
7,7,10,14,14,6,7,7,0,9,6,8,15,18
7,7,9,14,15,6,7,7,0,9,6,9,14,18
7,7,9,14,16,6,7,7,0,9,6,10,13,18
7,7,8,14,15,6,7,7,0,9,6,10,13,18
7,7,7,14,15,6,7,7,0,9,6,10,13,18
7,7,7,0,15,6,7,7,0,9,6,10,13,18
7,7,7,14,15,6,7,7,0,9,6,10,13,17
7,7,6,14,16,6,7,7,0,9,6,11,13,16
7,7,6,14,16,6,7,7,0,9,6,10,13,15
7,7,6,14,17,6,7,7,0,9,6,10,13,14
7,7,6,14,18,6,7,7,0,9,6,9,13,13
7,7,7,14,18,6,7,7,0,9,6,9,13,12
7,7,9,14,18,6,7,7,0,9,6,8,13,11
7,7,10,14,18,6,7,7,0,9,6,8,13,10
7,7,12,14,18,6,7,7,0,9,6,8,14,9
7,7,13,14,0,6,7,7,0,9,6,7,13,9
7,7,15,14,17,6,7,7,0,9,6,7,13,9
7,7,16,14,17,6,7,7,0,9,6,7,13,9
7,7,18,14,16,6,7,7,0,9,6,7,13,9
7,7,19,14,16,6,7,7,0,9,6,7,13,9
7,7,21,14,16,6,7,7,0,9,6,7,12,9
7,7,21,14,16,6,7,7,0,9,6,7,11,9
7,7,21,14,17,6,7,7,0,9,6,7,10,0
7,7,19,14,18,6,7,7,0,9,6,8,9,9
7,7,18,14,18,6,7,7,0,9,6,8,9,9
7,7,17,14,18,6,7,7,0,9,6,9,8,9
7,7,16,14,17,6,7,7,0,9,6,9,0,8
7,7,15,14,17,6,7,7,0,9,6,9,7,8
7,7,14,14,17,6,7,7,1,9,6,10,6,8
7,7,13,14,16,6,7,7,2,9,6,10,6,8
7,7,12,14,16,6,7,7,3,9,6,11,6,8
7,7,11,14,15,6,7,7,4,9,6,11,6,8
7,7,10,14,14,6,7,7,5,9,6,11,6,8
7,7,10,14,13,6,7,7,6,9,6,11,6,8
7,7,11,14,16,6,7,7,7,9,6,11,6,8
7,7,11,14,18,6,7,7,8,9,6,11,7,8
7,7,11,14,21,6,7,7,9,9,6,11,7,9
7,0,12,14,21,6,7,7,9,9,6,11,7,9
7,7,13,14,22,6,7,7,0,9,6,11,8,9
7,7,14,14,23,6,7,0,10,9,6,11,8,9
7,7,14,14,23,6,6,7,10,9,0,11,9,9
7,7,14,14,24,6,0,7,11,9,6,11,9,8
7,7,13,14,24,6,6,7,11,9,6,11,9,8
7,7,13,14,24,6,6,7,11,9,6,11,10,7
7,7,13,14,21,6,6,7,12,9,6,12,10,7
7,7,12,14,18,6,6,7,12,9,6,12,10,7
0,7,0,14,16,6,6,7,13,9,6,12,10,6
7,7,12,14,15,0,6,7,13,9,6,12,10,6
7,7,10,14,15,6,6,7,13,8,6,12,10,6
7,7,9,14,15,6,6,7,13,0,6,12,10,6
7,7,9,14,15,6,6,7,13,8,6,12,10,6
7,7,9,14,14,6,6,7,13,7,6,12,10,6
7,7,8,14,13,6,6,7,13,7,6,11,10,6
7,7,8,14,12,6,6,7,13,7,6,10,10,6
7,7,8,14,12,6,6,7,12,6,6,0,10,6
7,7,9,14,12,6,6,7,11,6,6,9,10,7
7,7,9,0,11,6,6,7,10,6,6,9,10,8
7,7,10,14,11,6,6,7,10,6,6,8,10,9
7,7,11,14,10,6,6,7,9,6,6,7,10,12
7,7,12,13,9,6,6,7,8,6,6,7,10,14
7,7,12,12,9,6,6,7,8,6,6,6,10,15
7,7,13,11,9,6,6,7,7,6,6,6,10,16
7,7,14,10,9,6,6,7,6,6,6,6,10,17
7,7,15,10,9,6,6,7,6,6,6,6,10,17
7,7,16,9,10,6,6,7,6,6,6,6,10,18
7,7,16,8,11,6,6,7,6,6,6,6,10,18
7,7,16,7,12,6,6,7,6,6,6,6,10,18
7,7,16,6,14,6,6,7,6,6,6,6,10,17
7,7,16,6,15,6,6,7,6,6,6,6,10,15
7,7,16,6,16,6,6,7,6,6,6,6,9,13
7,7,16,6,18,6,6,7,6,6,6,6,9,13
7,7,16,6,19,6,6,7,6,6,6,6,9,14
7,7,15,6,20,6,6,7,6,6,6,6,9,13
7,7,14,6,22,6,6,7,6,6,6,6,9,13
7,7,13,6,22,6,6,7,6,6,6,6,8,12
7,7,12,6,22,6,6,7,6,6,6,6,8,12
7,7,11,6,22,6,6,7,6,6,6,6,8,11
7,7,10,6,22,6,6,7,6,6,6,6,7,12
7,7,9,6,22,6,6,7,6,6,6,6,7,14
7,7,8,6,22,6,6,7,6,6,6,6,7,14
7,7,7,6,22,6,6,7,6,6,6,6,7,13
7,7,7,7,22,6,6,7,6,6,6,6,7,12
7,7,7,7,22,6,6,7,6,6,6,6,7,13
7,7,7,7,22,6,6,7,6,6,6,6,7,14
7,7,7,7,22,6,6,7,6,6,6,6,7,15
7,7,7,7,22,6,6,7,6,7,6,6,0,15
7,7,7,7,22,6,6,7,6,7,6,6,7,15
7,7,7,7,22,6,6,7,6,7,6,6,7,13
7,0,7,7,23,6,6,7,6,7,6,6,7,12
7,7,7,8,23,6,6,7,6,7,6,6,7,14
7,7,7,9,22,6,6,0,6,7,6,7,7,15
7,7,7,10,21,6,6,7,6,7,0,7,7,17
7,7,7,11,20,6,0,7,6,7,6,9,7,18
7,7,7,12,19,6,6,7,6,7,6,10,7,20
7,7,7,13,18,6,6,7,6,7,6,11,7,21
7,7,7,14,17,6,6,7,6,7,6,11,8,20
7,7,7,15,16,6,6,7,6,7,6,11,8,21
0,7,7,15,15,6,6,7,6,7,6,11,8,23
7,7,7,16,14,0,6,7,6,7,6,11,8,25
7,7,7,16,13,6,6,7,0,7,6,11,8,24
7,7,7,16,13,6,6,7,6,7,6,11,8,23
7,7,7,16,12,6,6,7,6,7,7,11,8,22
7,7,7,16,12,6,6,7,6,7,7,10,8,21
7,7,7,16,12,6,6,7,6,0,7,8,8,19
7,7,7,16,11,6,6,7,6,7,7,9,8,17
7,7,7,16,12,6,6,7,7,7,7,9,7,17
7,7,8,16,13,6,6,7,8,7,7,10,7,17
7,7,8,16,14,6,6,7,10,7,7,10,7,16
7,7,8,16,15,6,6,7,11,7,7,10,7,15
7,7,8,16,15,6,6,7,13,7,7,11,8,14
7,7,8,16,16,6,6,7,14,7,7,11,9,14
7,7,9,16,17,6,6,7,15,7,7,11,10,14
7,7,8,16,18,6,6,7,17,7,7,11,12,14
7,7,8,16,18,6,6,7,18,7,7,12,13,14
7,7,8,16,19,6,6,7,20,7,7,11,14,14
7,7,8,16,19,6,6,7,20,7,7,11,15,15
7,7,8,16,19,6,6,7,20,7,7,11,17,15
7,7,8,17,19,6,6,7,20,7,7,11,18,15
7,7,8,17,19,6,6,7,20,7,7,11,19,14
7,7,8,17,19,6,6,7,20,7,7,0,19,14
7,7,0,17,19,6,6,7,20,7,7,11,20,14
7,7,9,17,0,6,6,7,20,7,7,12,20,13
7,7,9,17,17,6,6,7,20,7,7,12,20,12
7,7,10,17,16,6,6,7,20,7,7,13,19,11
7,7,10,17,17,6,6,7,20,7,8,13,19,10
7,7,10,17,18,6,6,7,20,7,8,13,18,9
7,7,10,16,18,6,6,7,20,7,8,13,17,8
7,7,10,0,19,6,6,7,20,7,8,13,17,8
7,7,10,15,19,6,6,7,20,7,7,12,16,7
7,7,10,15,20,6,6,7,20,7,7,12,16,7
7,7,10,14,21,6,6,7,20,7,7,11,15,6
7,7,9,14,21,6,6,7,20,7,7,10,14,6
7,7,9,13,22,6,6,7,20,7,7,9,14,0
7,7,8,13,24,6,6,7,20,7,6,7,14,6
7,7,8,12,24,6,6,7,20,7,6,7,14,6
7,7,8,12,24,6,6,7,20,7,6,7,13,6
7,7,8,11,23,6,6,7,20,7,6,7,13,6
7,7,7,11,23,6,6,7,20,7,6,7,12,6
7,7,7,11,23,6,6,7,20,7,6,7,12,6
7,0,7,11,23,6,6,7,20,7,6,7,11,6
7,7,7,11,23,6,6,7,20,7,6,7,10,6
7,7,8,11,23,6,6,0,18,7,6,7,10,6
7,7,8,12,23,6,6,7,17,7,6,8,9,6
7,7,9,12,23,6,0,7,16,7,6,8,9,6
7,7,9,12,23,6,6,7,14,7,6,8,8,7
7,7,10,12,23,6,6,7,13,7,6,8,8,8
7,7,9,12,23,6,6,7,12,7,0,8,8,8
7,7,9,12,23,6,6,7,10,7,6,8,8,8
0,7,9,12,22,6,6,7,9,7,6,9,8,8
7,7,9,12,21,0,6,7,8,7,6,9,8,9
7,7,9,12,19,6,6,7,7,7,6,9,8,9
7,7,8,12,18,6,6,7,7,7,6,9,8,9
7,7,8,13,16,6,6,7,7,7,6,9,8,9
7,7,7,13,14,6,6,7,7,7,6,10,8,9
7,7,8,13,13,6,6,7,7,0,6,11,8,8
7,7,9,13,13,6,6,7,7,7,6,11,8,8
7,7,11,13,12,6,6,7,7,7,6,12,7,7
7,7,13,14,12,6,6,7,7,7,6,11,7,7
7,7,15,14,13,6,6,7,7,7,6,11,7,7
7,7,17,14,13,6,6,7,7,7,6,11,7,7
7,7,19,14,15,6,6,7,7,7,6,10,7,7
7,7,21,14,16,6,6,7,7,7,6,10,7,7
7,7,23,13,17,6,6,7,7,7,6,10,0,7
7,7,25,12,18,6,6,7,7,7,6,10,7,7
7,7,25,11,20,6,6,7,7,7,6,11,7,7
7,7,23,11,20,6,6,7,7,7,6,11,7,7
7,7,21,10,20,6,6,7,7,7,6,12,7,7
7,7,20,9,20,6,6,7,6,7,6,13,7,7
7,7,18,9,20,6,6,7,6,7,6,13,7,7
7,7,17,8,18,6,6,7,6,7,6,14,7,8
7,7,15,7,17,6,6,7,6,7,6,14,7,7
7,7,14,7,16,6,6,7,0,7,6,14,7,7
7,7,13,7,15,6,6,7,6,7,6,14,7,7
7,7,13,7,14,6,6,7,6,7,6,14,7,8
7,7,12,7,14,6,6,7,6,7,6,13,7,9
7,7,13,7,13,6,6,7,6,7,6,12,7,10
7,7,13,7,13,6,6,7,6,7,6,11,7,11
7,7,14,7,12,6,6,7,6,7,6,10,7,12
7,7,15,7,11,6,6,7,6,7,6,9,7,12
7,7,16,8,12,6,6,7,6,7,6,8,8,13
7,7,17,8,13,6,6,7,6,7,6,8,8,14
7,7,17,8,15,6,6,7,6,7,6,8,8,15
7,7,17,8,17,6,6,7,6,7,6,8,8,16
7,7,18,8,18,6,6,7,6,7,6,8,8,16
7,7,18,8,19,6,6,7,6,7,6,8,8,16
7,7,18,8,19,6,6,7,6,7,6,9,8,16
7,7,18,8,20,6,6,7,6,7,6,9,8,15
7,7,18,9,21,6,6,7,6,7,6,10,8,14
7,7,19,10,22,6,6,7,7,7,6,11,8,13
7,7,19,11,23,6,6,7,7,7,6,12,8,12
7,0,19,12,24,6,6,7,7,7,6,12,8,12
7,7,18,12,23,6,6,7,7,7,6,12,8,11
7,7,18,13,23,6,6,0,7,7,6,11,8,10
7,7,17,14,23,6,6,7,7,7,6,11,8,10
7,7,17,15,23,6,0,7,7,7,6,11,8,9
7,7,17,16,23,6,6,7,7,7,6,10,8,8
7,7,16,16,23,6,6,7,7,7,6,9,8,8
7,7,16,16,23,6,6,7,7,7,0,8,8,9
7,7,15,16,23,6,6,7,7,7,6,7,8,9
0,7,15,16,23,6,6,7,7,7,6,7,8,9
7,7,14,15,23,0,6,7,7,7,6,7,8,9
7,7,14,14,23,6,6,7,6,7,6,7,8,11
7,7,14,13,23,6,6,7,6,7,7,7,8,13
7,7,14,12,23,6,6,7,6,7,7,8,8,13
7,7,13,11,23,6,6,7,6,7,7,0,8,13
7,7,13,10,23,6,6,7,6,0,7,8,8,14
7,7,13,9,23,6,6,7,6,7,7,8,8,14
7,7,13,8,21,6,6,7,6,7,7,8,8,14
7,7,13,7,19,6,6,7,6,7,7,8,8,14
7,7,13,6,17,6,6,7,6,7,7,7,8,14
7,7,13,6,18,6,6,7,6,7,7,7,8,15
7,7,13,7,19,6,6,7,6,7,7,7,8,13
7,7,13,8,19,6,6,7,6,7,7,7,8,11
7,7,0,9,18,6,6,7,6,7,7,7,8,10
7,7,13,10,18,6,6,7,6,7,7,7,9,10
7,7,13,12,18,6,6,7,6,7,7,7,0,0
7,7,13,13,18,6,6,7,6,7,7,7,9,10
7,7,13,14,20,6,6,7,6,7,7,7,9,9
7,7,13,0,21,6,6,7,6,7,7,7,9,9
7,7,13,15,23,6,6,7,6,7,7,7,9,8
7,7,12,16,21,6,6,7,6,7,7,7,9,8
7,7,12,16,19,6,6,7,6,7,7,7,9,7
7,7,12,16,19,6,6,7,6,7,7,7,9,7
7,7,12,16,18,6,6,7,6,7,7,7,9,6
7,7,12,15,17,6,6,7,0,7,7,7,9,6
7,7,11,15,16,6,6,7,6,7,7,7,9,6
7,7,11,15,15,6,6,7,6,7,7,7,9,6
7,7,11,15,14,6,6,7,6,7,7,7,9,6
7,7,10,14,13,6,6,7,6,7,7,8,9,6
7,7,10,14,12,6,6,7,6,7,7,8,9,6
7,7,10,14,12,6,6,7,6,7,7,8,8,6
7,7,10,15,12,6,6,7,6,7,7,8,8,7
7,7,10,16,12,6,6,7,6,7,7,7,8,8
7,7,10,17,0,6,6,7,6,7,7,7,7,10
7,7,10,18,12,6,6,7,6,7,7,7,7,11
7,7,11,18,12,6,6,7,6,7,7,8,7,13
7,7,11,19,12,6,6,7,7,7,7,8,6,14
7,7,12,20,12,6,6,7,7,7,7,8,6,16
7,7,12,21,12,6,6,7,7,7,7,8,6,17
7,7,12,23,11,6,6,7,7,7,7,8,6,19
7,7,13,23,11,6,6,7,7,7,7,8,6,20
7,0,13,24,11,6,6,7,7,7,7,8,6,20
7,7,13,24,10,6,6,7,7,7,7,8,6,21
7,7,12,24,10,6,6,0,7,7,7,9,6,20
7,7,11,24,10,6,6,7,7,7,7,9,6,19
7,7,11,24,9,6,0,7,7,7,7,9,7,18
7,7,10,24,9,6,6,7,7,7,7,9,8,17
7,7,9,24,9,6,6,7,7,7,7,10,8,17
7,7,9,24,9,6,6,7,7,7,7,10,9,16
7,7,9,25,9,6,6,7,7,7,0,10,9,15
0,7,10,25,9,6,6,7,7,7,7,11,10,14
7,7,10,25,9,0,6,7,7,7,7,11,11,13
7,7,11,25,9,6,6,7,7,7,7,11,11,13
7,7,12,25,9,6,6,7,7,7,7,12,12,13
7,7,13,26,9,6,6,7,7,7,7,12,12,12
7,7,13,26,10,6,6,7,7,7,7,12,12,12
7,7,14,26,11,6,6,7,7,0,7,13,11,11
7,7,15,26,12,6,6,7,7,7,7,13,11,10
7,7,16,26,13,6,6,7,7,7,7,13,11,10
7,7,15,26,13,6,6,7,7,7,7,13,11,9
7,7,14,26,14,6,6,7,7,7,7,13,11,8
7,7,14,26,15,6,6,7,7,7,7,14,11,8
7,7,13,26,15,6,6,7,7,7,7,14,11,7
7,7,13,26,16,6,6,7,7,7,7,14,10,6
7,7,12,26,16,6,6,7,7,7,7,14,10,6
7,7,11,26,16,6,6,7,7,7,7,0,9,6
7,7,11,26,15,6,6,7,7,7,7,14,9,6
7,7,11,26,14,6,6,7,7,7,7,14,8,6
7,7,10,26,13,6,6,7,7,7,7,13,8,6
7,7,11,26,12,6,6,7,7,7,7,12,7,6
7,7,11,25,11,6,6,7,7,7,7,12,7,6
7,7,11,24,10,6,6,7,7,7,7,11,6,7
7,7,12,23,10,6,6,7,7,7,7,11,6,7
7,7,12,22,10,6,6,7,7,7,7,10,6,7
7,7,12,22,9,6,6,7,7,7,7,9,6,7
7,7,12,22,9,6,6,7,7,7,7,9,6,7
7,7,12,22,9,6,6,7,0,7,6,8,6,7
7,7,12,20,9,6,6,7,7,7,6,8,6,7
7,7,11,19,9,6,6,7,7,7,6,8,6,7
7,7,11,18,9,6,6,7,7,7,6,8,6,7
7,7,11,18,9,6,6,7,7,7,6,8,7,7
7,7,11,18,9,6,6,7,7,7,6,8,9,7
7,7,11,17,8,6,6,7,7,7,6,8,10,7
7,7,10,17,7,6,6,7,7,7,6,7,10,8
7,7,10,16,7,6,6,7,7,7,6,7,11,9
7,7,10,14,6,6,6,7,7,7,6,7,0,10
7,7,10,13,6,6,6,7,7,7,6,7,11,11
7,7,10,13,6,6,6,7,7,7,6,7,11,11
7,7,11,15,6,6,6,7,7,7,6,7,11,12
7,7,11,17,6,6,6,7,7,7,6,7,11,13
7,7,11,19,6,6,6,7,7,7,7,7,10,14
7,7,12,21,6,6,6,7,7,7,7,7,8,15
7,0,12,23,6,6,6,7,7,7,7,7,7,15
7,7,13,25,6,6,6,7,7,7,7,7,8,15
7,7,0,27,6,6,6,0,7,7,7,7,10,15
7,7,13,29,6,6,6,7,7,7,8,8,12,15
7,7,14,31,6,6,0,7,7,7,8,9,13,15
7,7,14,34,7,6,6,7,7,7,8,10,14,15
7,7,15,34,8,6,6,7,7,7,8,11,15,15
7,7,15,34,8,6,6,7,7,7,8,11,15,15
7,7,15,33,9,6,6,7,7,7,8,12,16,15
0,7,15,32,10,6,6,7,7,7,8,12,17,15
7,7,15,32,10,0,6,7,7,7,8,13,18,15
7,7,15,31,11,6,6,7,7,7,0,15,17,15
7,7,15,31,12,6,6,7,7,7,8,16,15,15
7,7,15,30,13,6,6,7,7,7,8,17,13,0
7,7,15,29,13,6,6,7,7,7,8,18,13,15
7,7,15,29,13,6,6,7,7,0,8,20,13,15
7,7,15,29,13,6,6,7,7,7,8,21,13,15
7,7,15,0,13,6,6,7,7,7,8,22,13,15
7,7,15,30,13,6,6,7,7,7,8,24,13,15
7,7,15,31,12,6,6,7,7,7,8,26,13,15
7,7,15,31,0,6,6,7,7,7,8,27,13,14
7,7,16,32,13,6,6,7,7,7,8,27,13,13
7,7,16,32,14,6,6,7,7,7,8,28,14,12
7,7,15,32,15,6,6,7,7,7,8,27,15,11
7,7,14,32,16,6,6,7,7,7,8,27,15,11
7,7,14,30,17,6,6,7,7,7,8,27,15,10
7,7,13,29,19,6,6,7,7,7,7,27,15,10
7,7,13,27,20,6,6,7,7,7,7,27,14,9
7,7,12,25,21,6,6,7,7,7,7,27,13,9
7,7,12,24,22,6,6,7,7,7,7,27,12,8
7,7,12,22,24,6,6,7,7,7,7,27,11,8
7,7,13,21,24,6,6,7,7,7,7,27,10,8
7,7,13,19,24,6,6,7,7,7,7,27,9,9
7,7,14,17,24,6,6,7,7,7,7,27,8,9
7,7,14,15,24,6,6,7,7,7,7,28,7,9
7,7,15,14,24,6,6,7,0,7,7,28,6,9
